	0
3046	LINC02132
3047	ASCL3
3048	AC008033.3
3049	ZNF823
3050	AL355834.2
3051	SH3TC2-DT
3052	TMEM158
3053	LINC01819
3054	TIPARP
3055	LILRA4
3056	ACOX3
3057	PHKA1-AS1
3058	LHFPL3-AS1
3059	RPS6KB2
3060	FAM218A
3061	FAM104A
3062	C3orf84
3063	S100G
3064	AC078883.1
3065	FBXO11
3066	LEPR
3067	AKT2
3068	AC084809.2
3069	MAP6
3070	WBP1L
3071	OXCT2
3072	PRRX1
3073	AC104066.3
3074	GABBR1
3075	CLLU1
3076	AC129492.1
3077	AC004837.3
3078	NCKAP5-AS1
3079	HOXC6
3080	TCF4
3081	FSTL4
3082	YWHAH
3083	AL355112.1
3084	PTPRN2
3085	NME6
3086	RCOR2
3087	PCDHGC4
3088	SGMS1
3089	TTC36
3090	FLYWCH2
3091	AC002115.1
3092	LINC02660
3093	AC097015.1
3094	AC025822.1
3095	AL132765.2
3096	WDR66
3097	CYP1B1
3098	PREX2
3099	VIP
3100	AP001029.2
3101	ZSWIM4
3102	VAMP7
3103	AC005828.2
3104	HHLA3
3105	AC105114.2
3106	TYW1
3107	SUOX
3108	ARMC12
3109	ACER3
3110	TOB1-AS1
3111	FXYD4
3112	AC108676.1
3113	AC013553.4
3114	AL583805.2
3115	C12orf45
3116	HOXB6
3117	TSPAN31
3118	AC113348.1
3119	CLEC2B
3120	SLC37A1
3121	AC087636.1
3122	AP001626.1
3123	AC025164.2
3124	AC105389.2
3125	AL121821.2
3126	SEMA5B
3127	CRTC3
3128	ANKRD20A1
3129	AC007513.1
3130	AC113615.2
3131	FOXI2
3132	CCDC13
3133	APBB3
3134	HORMAD1
3135	ERAP1
3136	LINC01669
3137	ARPP21-AS1
3138	CST7
3139	CSHL1
3140	AL354824.1
3141	FNBP1
3142	Z84488.1
3143	TRGV8
3144	FRAT2
3145	CIDEB
3146	PIGR
3147	C3orf38
3148	AC013460.1
3149	UTP6
3150	TEDC1
3151	ATAD2B
3152	AC027801.4
3153	CCDC58
3154	ABCB6
3155	IGLON5
3156	AXDND1
3157	BMP2K
3158	AGO4
3159	AC016747.2
3160	KNOP1
3161	HSPA8
3162	CARD6
3163	AL162394.1
3164	EPYC
3165	PNPLA4
3166	AC104825.1
3167	DNMT1
3168	PAK1IP1
3169	EMSY
3170	LINC01124
3171	AL133325.3
3172	ESR1
3173	HMCES
3174	AC105219.1
3175	COA5
3176	SEMA5A-AS1
3177	EDEM3
3178	MAP10
3179	AC080038.2
3180	UBR7
3181	LINC02513
3182	ACAP3
3183	NME4
3184	PSME3
3185	IL18
3186	MORC3
3187	FAM135A
3188	LINC01502
3189	AC097375.1
3190	VIRMA
3191	ZRANB2-AS2
3192	WDR55
3193	TRAPPC2
3194	MIR193BHG
3195	ITCH
3196	SYT3
3197	NLRP2
3198	ZBTB16
3199	LINC00385
3200	CCT6B
3201	AC103957.1
3202	AL591896.1
3203	AC112770.1
3204	NBPF20
3205	AC092745.5
3206	FAM229A
3207	IKZF5
3208	ITIH1
3209	AP003115.1
3210	AC087241.2
3211	PDPR
3212	MRPS16
3213	AC025754.1
3214	AL160153.1
3215	ZNF787
3216	TCF20
3217	FOXO3B
3218	AL590004.3
3219	MUC17
3220	ACO2
3221	CLECL1
3222	INTS7
3223	VPS26A
3224	AL645929.2
3225	LINC02523
3226	SCNN1B
3227	TCAF2C
3228	TNF
3229	AC116035.1
3230	GPR107
3231	AC105101.2
3232	EIF1
3233	SRSF1
3234	OTUB2
3235	ADCY4
3236	AP001172.2
3237	AC019080.4
3238	AC107068.2
3239	SH3GLB1
3240	LRRK2
3241	AC087257.1
3242	FCHO2
3243	DIO3OS
3244	CTSB
3245	PEX1
3246	CYP2D6
3247	LILRA2
3248	EIPR1
3249	FGF7
3250	OR13C4
3251	STS
3252	AL136984.1
3253	AC022509.2
3254	LINC02575
3255	HAS1
3256	AC107871.2
3257	AP003717.1
3258	MCL1
3259	LINC01847
3260	AC104076.1
3261	AL954642.1
3262	USP28
3263	AC019077.1
3264	LINC01217
3265	TMEM163
3266	ZSWIM8-AS1
3267	LINC01565
3268	AC009152.1
3269	BEST1
3270	PAPPA-AS1
3271	CASP2
3272	PCAT7
3273	FBXW8
3274	AC005865.2
3275	ARRDC3-AS1
3276	AC005050.3
3277	Z94057.1
3278	AL441992.1
3279	NBPF26
3280	AC020763.1
3281	KERA
3282	GOLT1B
3283	LINC01232
3284	AC005540.1
3285	CFAP58-DT
3286	C2orf16
3287	ARHGAP20
3288	CDK18
3289	AL035409.1
3290	AP002336.3
3291	AL009181.1
3292	MTM1
3293	NRG3
3294	AL118506.1
3295	CASP7
3296	ZCCHC7
3297	AL121757.1
3298	AC010401.2
3299	AL353622.2
3300	MDM1
3301	AC026167.1
3302	SOX5
3303	AL513542.1
3304	AC083843.1
3305	AL352979.2
3306	GLYR1
3307	CREBRF
3308	TTC7A
3309	KRT34
3310	AC018832.1
3311	AL353604.1
3312	AL034417.2
3313	AC106754.1
3314	DDHD1
3315	HECTD1
3316	AC012508.3
3317	FAM210B
3318	LINC02288
3319	ANKRD2
3320	LUZP1
3321	AP001011.1
3322	AL121603.2
3323	Z92544.1
3324	TOP2A
3325	TM7SF2
3326	OSBPL10-AS1
3327	KCNE1B
3328	MIER1
3329	NOM1
3330	SRGAP3-AS4
3331	OVOL1-AS1
3332	AL358944.1
3333	LRRC14
3334	AL162311.3
3335	LYPD6
3336	CTSW
3337	GAL3ST4
3338	CFAP61
3339	PILRB
3340	ZNF727
3341	DNAJC21
3342	AC135782.1
3343	AC010486.3
3344	AC015845.1
3345	AC211486.6
3346	RAP2A
3347	AL158834.2
3348	SLC10A7
3349	AC092718.9
3350	FAM245B
3351	LINC01203
3352	PCCA-DT
3353	CCDC197
3354	RECQL
3355	AC137630.1
3356	AP000866.2
3357	DLL3
3358	IGHV3-33
3359	ARHGEF10L
3360	CCR8
3361	AC009133.4
3362	NAA38
3363	LINC01594
3364	CCDC62
3365	PIGB
3366	RFPL3S
3367	LCOR
3368	PPP1R16A
3369	CEP170B
3370	EGOT
3371	FBXO48
3372	CPHXL
3373	HS6ST3
3374	SPTAN1
3375	AC018809.1
3376	GPR27
3377	TYSND1
3378	AC137894.1
3379	ZFP57
3380	DUSP11
3381	AF038458.3
3382	POC1B-AS1
3383	AL118516.1
3384	TRA2B
3385	VPS50
3386	CAMK2B
3387	GATA3
3388	FGF11
3389	TBRG1
3390	TULP3
3391	CTR9
3392	SLAMF9
3393	NDUFS2
3394	DAB2IP
3395	FKBP15
3396	AC069079.1
3397	PTENP1-AS
3398	COL14A1
3399	SLC3A1
3400	VPS13B
3401	TCF23
3402	IZUMO4
3403	TSN
3404	CELSR2
3405	VWA8-AS1
3406	HES6
3407	DNAJA2
3408	NEU1
3409	NPTX2
3410	AC069243.1
3411	AC116903.1
3412	Z70719.1
3413	AC010223.1
3414	PSORS1C1
3415	MED9
3416	DCAF4
3417	AC100810.1
3418	AC240565.1
3419	AF121898.1
3420	GPR162
3421	LINC00519
3422	FBXO27
3423	DCDC2B
3424	PRKAG2-AS1
3425	RFC3
3426	SPP1
3427	AC010519.1
3428	PEG13
3429	EN2
3430	LINC01070
3431	SPIRE1
3432	AC026341.3
3433	CDK13
3434	CCDC93
3435	AC090987.1
3436	CD40LG
3437	GPR55
3438	AC007463.2
3439	ARHGAP19
3440	ALDH7A1
3441	ZDHHC6
3442	ADRB1
3443	AC092809.4
3444	MIR22HG
3445	CTNNA1
3446	LINC01182
3447	C1orf112
3448	ASCC2
3449	RNF2
3450	DQX1
3451	IKBIP
3452	EPHA2
3453	POU2F3
3454	UBE2W
3455	RASA4
3456	NPB
3457	AC009432.1
3458	TMEM186
3459	SNX1
3460	ZNF814
3461	SFXN4
3462	AC027309.1
3463	BEX5
3464	LINC01877
3465	LINC02696
3466	RBM14
3467	AC007391.3
3468	AC006213.1
3469	TXLNB
3470	PIP4K2B
3471	AC008147.2
3472	TACR1
3473	ARHGEF4
3474	HOXA2
3475	GLB1L
3476	PSMA3-AS1
3477	ZWINT
3478	AC104662.1
3479	BEAN1
3480	CMTM6
3481	TM9SF2
3482	TRAV12-2
3483	MTIF3
3484	AC099670.3
3485	FBP1
3486	AL359502.2
3487	AKAP5
3488	LINC01731
3489	Z98742.4
3490	AC025539.1
3491	TBRG4
3492	SEC24B-AS1
3493	NUDT15
3494	CROCC2
3495	MT1B
3496	LPIN2
3497	UBE2E1
3498	INTS2
3499	AL109930.1
3500	AC012065.3
3501	PRKAR2A
3502	BCL2L1
3503	AC024060.2
3504	LINC02515
3505	AL357140.2
3506	AL021707.4
3507	LINC00449
3508	MEF2A
3509	LRRC8B
3510	MEAF6
3511	ADIPOR2
3512	WLS
3513	LANCL1
3514	AC015967.1
3515	ATRN
3516	MYH4
3517	MT-ATP8
3518	LPCAT1
3519	RSBN1L
3520	MED13L
3521	AL159972.1
3522	RIOK1
3523	LINC01668
3524	AL359232.1
3525	PRPSAP1
3526	BARX2
3527	AC112719.2
3528	SPATA24
3529	AC009812.3
3530	AC074044.1
3531	MOCOS
3532	AC144521.1
3533	GPR156
3534	CASD1
3535	ZER1
3536	C3orf70
3537	AC068385.1
3538	MYCNOS
3539	ANKH
3540	ADGRF4
3541	AC073864.1
3542	AC010494.1
3543	AC122129.2
3544	ZFY
3545	GLG1
3546	BX072579.1
3547	RRNAD1
3548	IGF2BP2-AS1
3549	ANGPTL1
3550	DDX3Y
3551	AC117480.1
3552	ISCA1
3553	AL158832.1
3554	AC009498.1
3555	C1orf189
3556	AC073534.2
3557	INIP
3558	AC040970.1
3559	AC083805.3
3560	CFL2
3561	AC241644.3
3562	TENT4A
3563	ZNF385B
3564	RFX5
3565	EIF4E2
3566	MBD1
3567	USP2
3568	TRAPPC8
3569	YJEFN3
3570	LYPD4
3571	AC073957.1
3572	HACD4
3573	GPR34
3574	AC108865.1
3575	ABCF3
3576	TREM2
3577	PDP1
3578	AC012063.1
3579	TRIM5
3580	XPR1
3581	GGNBP2
3582	MAP3K20-AS1
3583	LINC02561
3584	SMS
3585	TRPC3
3586	LEAP2
3587	CYP3A5
3588	PHLDB2
3589	AL359844.1
3590	ZNF676
3591	GSG1
3592	PXDNL
3593	SLC30A7
3594	AC254633.1
3595	C7orf25
3596	AC006547.3
3597	AC243965.2
3598	FAM86B2
3599	TAF3
3600	RBM5-AS1
3601	AP001056.2
3602	AC092111.1
3603	KLC4
3604	TPP2
3605	AC139491.1
3606	USP2-AS1
3607	TASOR2
3608	C19orf44
3609	AC245297.3
3610	DUSP18
3611	DOK6
3612	AC005616.1
3613	AL390856.1
3614	B4GALT1-AS1
3615	LINC01228
3616	LINC02408
3617	POLA1
3618	OTULIN
3619	RAD1
3620	SLC35G3
3621	AC073525.1
3622	AL078459.1
3623	SPTY2D1OS
3624	WAC
3625	TSLP
3626	HECA
3627	DUSP15
3628	DNAJC19
3629	AL355834.1
3630	PLK2
3631	AL133215.2
3632	PPP6R2
3633	LINC01551
3634	SH3RF2
3635	ABCC12
3636	AL357835.1
3637	PDE7B
3638	DCST1
3639	POR
3640	FAM221B
3641	SERPINB13
3642	AL157813.2
3643	FRY
3644	KL
3645	AC015818.8
3646	RUSC2
3647	AF233439.1
3648	TUBB4B
3649	AP004247.2
3650	KIAA1217
3651	CFAP73
3652	PNPLA8
3653	B3GALT1
3654	AC006504.2
3655	ATP8A1
3656	TRRAP
3657	LINC02764
3658	AC012066.2
3659	GTF2H3
3660	FP236383.4
3661	AP002989.1
3662	LRG1
3663	AL807761.3
3664	AC093799.1
3665	KIAA1211L
3666	SNX13
3667	TP53TG3D
3668	TUG1
3669	AL031656.1
3670	ABCC4
3671	UBE2E3
3672	AC011933.3
3673	SAMD13
3674	MCF2L
3675	SWAP70
3676	PCED1B
3677	AC093277.1
3678	AC093866.1
3679	ANP32A
3680	CCDC184
3681	GPHN
3682	LINC02233
3683	NF2
3684	AHCYL2
3685	PRSS1
3686	AC005082.2
3687	AC063926.1
3688	AL031666.2
3689	CHM
3690	C17orf67
3691	DHFR
3692	Z99943.1
3693	AC003991.1
3694	RIPOR3
3695	FBXL16
3696	COLEC11
3697	AL499604.1
3698	TRDN
3699	AL133370.1
3700	AP001793.1
3701	ACSM1
3702	LIMS4
3703	IFI30
3704	RBM12B
3705	AL450384.1
3706	SGPP1
3707	RCE1
3708	KRT78
3709	TEX15
3710	RGS18
3711	PRPF40B
3712	PKHD1
3713	ABCG8
3714	NR3C1
3715	FGF20
3716	AC099518.2
3717	AC027801.1
3718	AC018682.2
3719	AC048382.5
3720	AC087521.4
3721	SSH1
3722	MPO
3723	AL353593.3
3724	AL450313.1
3725	AL606491.1
3726	IL20
3727	COL1A1
3728	KCTD12
3729	AC092162.2
3730	AC069185.1
3731	SOST
3732	AC104459.1
3733	FABP6
3734	AL590286.2
3735	AL031767.1
3736	MIB2
3737	AL355816.2
3738	BRD3
3739	COL4A2-AS1
3740	TWIST1
3741	AC140125.2
3742	GOLGA6L2
3743	SEC14L1
3744	AC006063.1
3745	AC102941.1
3746	AK3
3747	PLBD1
3748	RNASET2
3749	FHL3
3750	AC020661.1
3751	FCER1A
3752	ANKRD13A
3753	PIP4K2A
3754	CALM2
3755	B4GALT1
3756	NCOA6
3757	AC022395.1
3758	AC016773.1
3759	SYT6
3760	GPATCH11
3761	AL365255.1
3762	AC100843.1
3763	FOXE3
3764	CPNE7
3765	PRRT3
3766	AL118505.1
3767	RNF133
3768	PRDX3
3769	AC013652.1
3770	RAB9B
3771	LYSMD4
3772	CCL15
3773	AC007938.1
3774	SRRM1
3775	AC104035.1
3776	CD44
3777	HGS
3778	POU4F2
3779	AC015712.1
3780	CREG2
3781	P4HTM
3782	CYP27A1
3783	C5orf15
3784	LINC00971
3785	SOD2-OT1
3786	ZEB2
3787	AC097532.3
3788	BLVRA
3789	SGCB
3790	SLC4A7
3791	SPACA1
3792	TM2D1
3793	PRODH
3794	AC137834.2
3795	AC073046.3
3796	MS4A14
3797	ABCA5
3798	MMP16
3799	MPP6
3800	AC068282.2
3801	AC002464.1
3802	KBTBD11
3803	AL360020.1
3804	DPY19L4
3805	POMC
3806	MAFG
3807	SORD
3808	AL355512.1
3809	PDCD5
3810	AC078905.1
3811	AC108449.2
3812	AC084724.1
3813	PXMP4
3814	AL390195.2
3815	AC090587.1
3816	AC092376.3
3817	AL160396.2
3818	SLC25A37
3819	AC012464.1
3820	AL133346.1
3821	NEK5
3822	TMEM139
3823	HSD11B1
3824	LRP10
3825	GRTP1-AS1
3826	TMEM164
3827	BAX
3828	NOP56
3829	AP000654.1
3830	CSRP3
3831	BNIP3L
3832	CCDC69
3833	TMPRSS7
3834	ANKAR
3835	RPUSD1
3836	HSPA6
3837	MYSM1
3838	DZIP1
3839	RPP38-DT
3840	AC116914.2
3841	AC087672.2
3842	CABP1
3843	IL17C
3844	MITF
3845	AC008581.1
3846	CCL22
3847	AL022069.1
3848	APBB1IP
3849	AC007349.3
3850	SCRN1
3851	NR0B1
3852	SLC16A2
3853	CD58
3854	AP005671.1
3855	ATP6V1E2
3856	AC040169.4
3857	HS6ST2-AS1
3858	AC123512.1
3859	ARFGAP2
3860	PPA1
3861	C9orf24
3862	MTFMT
3863	FUT2
3864	POMK
3865	NEURL1
3866	AC068790.5
3867	ST6GALNAC1
3868	AL163952.1
3869	AL450163.1
3870	RELCH
3871	LINC01743
3872	ETNK1
3873	NOS1AP
3874	ADH4
3875	AL445489.1
3876	PTDSS2
3877	SEMA3B
3878	TIMELESS
3879	AC007684.2
3880	SCPEP1
3881	AC022509.3
3882	SPIC
3883	CACHD1
3884	AC035140.1
3885	AL357079.2
3886	AC108477.2
3887	HECTD3
3888	NBPF19
3889	PCDHGA1
3890	AC136443.4
3891	AC022655.1
3892	MAN1B1-DT
3893	DNAAF2
3894	AL158211.3
3895	HNMT
3896	MAGI1-AS1
3897	SLC36A3
3898	RNASE7
3899	PPP3CA
3900	TGFBR1
3901	SLC12A1
3902	AC008892.1
3903	CXXC4
3904	ERC2-IT1
3905	SIRT3
3906	AC023983.2
3907	NAT8
3908	HCFC1
3909	AC073349.4
3910	AC010245.1
3911	OIP5-AS1
3912	AC126696.2
3913	RCBTB2
3914	RASA2
3915	CLRN2
3916	AC022382.1
3917	GLRB
3918	LRRC15
3919	AIF1L
3920	SLC8B1
3921	AC005034.6
3922	E2F3
3923	SH3PXD2A
3924	PHKA2
3925	AL161725.2
3926	AL357093.1
3927	AC008763.1
3928	PPARGC1A
3929	MYT1
3930	AC131953.1
3931	AL078622.1
3932	LINC02040
3933	CBL
3934	HOXA5
3935	AC009779.2
3936	SGK2
3937	NEFH
3938	AP001631.2
3939	ZNF131
3940	PWRN4
3941	CDC34
3942	AC012020.1
3943	MYO7B
3944	CHL1-AS1
3945	AC087277.2
3946	C1QL4
3947	FAM225A
3948	GPX7
3949	AC127035.1
3950	CHRNA10
3951	SACS
3952	AC020907.1
3953	LINC02237
3954	AC122710.2
3955	PHC2
3956	GCC1
3957	LILRA1
3958	AL357054.3
3959	SHISA6
3960	ACAA2
3961	AC007952.6
3962	ATF3
3963	SLC7A6
3964	CRB3
3965	AL512604.2
3966	AC068189.1
3967	AL355997.1
3968	TBL1Y
3969	AC013549.4
3970	AP003065.1
3971	TRDV1
3972	LDLRAD4
3973	EDRF1
3974	TEX26-AS1
3975	SPTBN5
3976	TEX101
3977	AL121988.1
3978	ZNF800
3979	AC016885.2
3980	MTREX
3981	MTMR6
3982	AC084824.4
3983	AL391422.4
3984	RUNDC3A
3985	SMURF2
3986	ZNF658
3987	GGA2
3988	AC108751.4
3989	ZYG11A
3990	CSMD1
3991	SIGLEC9
3992	RIOK2
3993	AL513122.2
3994	IGFBP2
3995	RAP1GDS1
3996	TOR2A
3997	PIDD1
3998	FOXK2
3999	PATE1
4000	TTBK1
4001	AC005293.1
4002	TTC39B
4003	AC003975.1
4004	QRFPR
4005	AC005692.3
4006	AC097059.1
4007	AC002458.1
4008	ABHD17C
4009	AKAP13
4010	TYR
4011	ACVR2A
4012	EXOG
4013	FBXW7-AS1
4014	ZNF532
4015	AL021368.3
4016	RAB3IP
4017	AC093746.1
4018	AC004522.4
4019	TTC37
4020	GULP1
4021	AGPS
4022	WHAMM
4023	AC002094.4
4024	TNC
4025	AC013714.1
4026	ALB
4027	TLX2
4028	TBC1D24
4029	AC009506.1
4030	AC090952.2
4031	GPR182
4032	DOCK8-AS1
4033	AC083864.4
4034	NMNAT2
4035	IFNG-AS1
4036	TSPAN15
4037	MC5R
4038	TMEM108
4039	AC253572.1
4040	AC091167.5
4041	LINC02271
4042	CUL4A
4043	EPC2
4044	DDX27
4045	ZNF469
4046	LINC00469
4047	RB1
4048	AC103591.3
4049	COA4
4050	SLC4A11
4051	AC008946.1
4052	LINC01714
4053	IQCA1
4054	AC116609.3
4055	TGFBR2
4056	AC048380.1
4057	VCL
4058	AC020931.1
4059	TEX22
4060	TRPC5OS
4061	XPO1
4062	AC116913.1
4063	AL138899.3
4064	HOTAIRM1
4065	ATG101
4066	EFCAB11
4067	SCAMP1
4068	RHOA-IT1
4069	BOP1
4070	PHOX2A
4071	LATS1
4072	TNFRSF12A
4073	AL161719.1
4074	DUSP10
4075	XRCC1
4076	ZNF782
4077	SKAP2
4078	TEX11
4079	PSAT1
4080	CECR2
4081	AC009292.1
4082	AC097639.1
4083	PLD4
4084	SERPINC1
4085	AC083841.1
4086	REG1A
4087	CEACAM6
4088	VCAN
4089	APAF1
4090	ALLC
4091	OR7A10
4092	AC046134.2
4093	AL139349.1
4094	AGPAT4
4095	RAET1L
4096	AC009108.3
4097	LINC02399
4098	OBI1
4099	TRADD
4100	BAIAP2
4101	AC011921.1
4102	UBE2D1
4103	OR2H2
4104	BET1
4105	ELOC
4106	SLC22A15
4107	TBX18-AS1
4108	AC114546.2
4109	LINCMD1
4110	ARAP1-AS2
4111	NCEH1
4112	GABRA3
4113	USP18
4114	EPHB2
4115	ZNF316
4116	B3GALT5
4117	PDXDC1
4118	GPS1
4119	AC079305.1
4120	AC022893.3
4121	AC027601.2
4122	ANKHD1
4123	BPHL
4124	CDC42EP1
4125	AC010997.4
4126	SYNDIG1
4127	AC113410.5
4128	RAB3GAP2
4129	AC009630.4
4130	AC005165.1
4131	AL133485.2
4132	MITD1
4133	AL590648.2
4134	OR2T33
4135	COQ2
4136	SPAG16-DT
4137	AL356056.1
4138	PUM2
4139	CPXM2
4140	CCDC157
4141	AC091074.2
4142	METTL21A
4143	AC011495.2
4144	TRIM23
4145	PLEKHF2
4146	RRAD
4147	ANKRD6
4148	TM4SF20
4149	AC025259.1
4150	GK3P
4151	SLC46A3
4152	PGGT1B
4153	OR2A1-AS1
4154	APIP
4155	FHOD3
4156	AL592402.1
4157	AL359541.1
4158	TENM4
4159	OSBPL11
4160	ZNF675
4161	AC105020.1
4162	ANKRD37
4163	KANSL1
4164	FAM91A1
4165	REP15
4166	SLC16A12
4167	LINC02510
4168	HBA2
4169	LCN10
4170	ENOX1
4171	FBH1
4172	ECM1
4173	LIME1
4174	AC093510.2
4175	CHIC2
4176	CCDC15-DT
4177	SH3RF1
4178	AC022447.1
4179	AC008747.1
4180	IL33
4181	LINC01224
4182	MED16
4183	SIPA1L2
4184	AC107398.3
4185	TSHZ1
4186	AMY1A
4187	GNPTAB
4188	AL049796.1
4189	SMIM9
4190	MIR34AHG
4191	AC245100.1
4192	AL358333.1
4193	AL358154.1
4194	EPHB4
4195	ERMP1
4196	TRHR
4197	AC087439.1
4198	AC010973.1
4199	IMPAD1
4200	RYBP
4201	MPP3
4202	RAB28
4203	DSC1
4204	PACS2
4205	ANKMY2
4206	AC117488.1
4207	AC005487.1
4208	METTL6
4209	LINC00368
4210	TNKS
4211	IGDCC4
4212	NECTIN1-AS1
4213	MFSD3
4214	HMBOX1
4215	C11orf71
4216	AC111006.1
4217	RAB3C
4218	FUNDC1
4219	DIMT1
4220	AC005225.1
4221	LINC01119
4222	AL020994.1
4223	ARSH
4224	AC112484.3
4225	SRPX2
4226	AL133371.1
4227	FAM98B
4228	GPR22
4229	AL121989.1
4230	DCTN1
4231	LINC02234
4232	ZNF75D
4233	ZNF652
4234	OR5A1
4235	TMCO2
4236	AC012464.3
4237	AC090709.1
4238	SP2-AS1
4239	FAM168A
4240	AIRN
4241	ECHS1
4242	AL353803.1
4243	AC005920.4
4244	UNC5CL
4245	AC068888.1
4246	UBR2
4247	GAS7
4248	PLCB1-IT1
4249	DKK4
4250	AC084114.1
4251	LINC02636
4252	C3orf56
4253	CNTRL
4254	AC008734.2
4255	AL359979.1
4256	TMEM131
4257	AL078644.2
4258	AC009478.1
4259	GBP4
4260	AL160408.6
4261	AC234582.2
4262	AMOT
4263	SIK2
4264	CHI3L2
4265	HIF3A
4266	ACSM5
4267	AL022341.1
4268	TRIP6
4269	TMEM244
4270	NOA1
4271	MBOAT2
4272	HORMAD2-AS1
4273	AC008115.2
4274	CBLIF
4275	LINC00550
4276	RPF1
4277	AC004908.2
4278	SERPINB1
4279	AC005518.1
4280	CRYGN
4281	BCAR3
4282	TEX29
4283	KPNA1
4284	BTD
4285	LINC01879
4286	RBM27
4287	AC006213.4
4288	AP001432.1
4289	PRKAB2
4290	ELOVL4
4291	SERF1A
4292	AC130456.1
4293	RALGAPB
4294	GTF3C6
4295	LYST-AS1
4296	ELL3
4297	AL441989.1
4298	CEP170
4299	KRT40
4300	TBX1
4301	KCNJ8
4302	KANSL1L
4303	AC107241.1
4304	AC019131.1
4305	C2orf92
4306	STN1
4307	PPP1R2B
4308	VSTM4
4309	AC120498.9
4310	POU3F1
4311	AC104370.1
4312	AC016168.2
4313	ADAM23
4314	ACTN3
4315	RIPK2
4316	ABHD13
4317	IGLV3-19
4318	AC026355.3
4319	PRSS3
4320	LINC01863
4321	NR2F2
4322	CLTB
4323	ZKSCAN5
4324	GALR3
4325	LINC01792
4326	IRF2
4327	ZNF280C
4328	XRCC3
4329	PMPCA
4330	AC010809.3
4331	AC005697.2
4332	SIGLEC7
4333	ZFYVE1
4334	AC110285.1
4335	CARNMT1-AS1
4336	DOCK1
4337	LINC00491
4338	SLC39A12
4339	LINC01095
4340	ZNF493
4341	RBKS
4342	AC005920.1
4343	AL512283.1
4344	AHCTF1
4345	AC061961.1
4346	FAM155A-IT1
4347	FBXO3
4348	AC125494.1
4349	CPVL
4350	AC092747.4
4351	C1orf158
4352	AC012506.4
4353	AC005050.1
4354	C21orf62-AS1
4355	AC002094.2
4356	MAMLD1
4357	AL008638.1
4358	TVP23C
4359	DPP8
4360	ABHD15
4361	AC105285.1
4362	SCGN
4363	NCLN
4364	AC007861.1
4365	C6orf99
4366	FAM71A
4367	SLC22A4
4368	AC079753.2
4369	AC026310.2
4370	KCNMB1
4371	LRRC8A
4372	SNX6
4373	EZR-AS1
4374	SPACA5B
4375	AC036222.1
4376	C19orf57
4377	C17orf99
4378	NAT2
4379	TRAPPC11
4380	SLC22A24
4381	AC008534.1
4382	XYLT2
4383	CCNA1
4384	AC012150.1
4385	ATP23
4386	AL360270.2
4387	SALRNA2
4388	AC011466.2
4389	AL512662.2
4390	MAB21L1
4391	AL021308.1
4392	AC087721.1
4393	LINC02646
4394	PHC3
4395	BRWD1-AS1
4396	LINC00626
4397	AL392083.1
4398	PRKCQ
4399	SLC4A3
4400	RHOBTB3
4401	CCDC152
4402	AC119674.1
4403	NRIP3
4404	AL121917.2
4405	FOXP2
4406	LINC02087
4407	ZNF83
4408	SENP8
4409	AP002815.1
4410	RUNX1
4411	AL356441.1
4412	AC064805.1
4413	ST13
4414	TEKT5
4415	NCF1
4416	AC010595.1
4417	CCKBR
4418	AL353770.4
4419	DHCR24-DT
4420	YTHDF3
4421	ARHGEF6
4422	CGAS
4423	PPP2R3A
4424	AC090213.1
4425	SH3BGRL3
4426	MGST3
4427	PITPNC1
4428	TGDS
4429	AL807752.3
4430	ASXL3
4431	LIF-AS1
4432	Z99916.3
4433	AC093462.1
4434	AC108449.1
4435	TMEM260
4436	EHD1
4437	AC104564.2
4438	AP000866.6
4439	AC027279.1
4440	FIGNL2-DT
4441	AC010969.2
4442	LINC01363
4443	AC096644.3
4444	PPIG
4445	PLLP
4446	AC008121.2
4447	AC092070.3
4448	GLUL
4449	LINC01050
4450	AC090607.4
4451	TIAL1
4452	CORT
4453	AC068870.2
4454	C1orf146
4455	SLC35B3
4456	VMP1
4457	AC018521.2
4458	DICER1
4459	LINC02008
4460	LIN28A
4461	AL445193.2
4462	ZFX
4463	AC089987.2
4464	AC243829.1
4465	OGFR
4466	GUCY1B1
4467	KLHL29
4468	C10orf90
4469	FAM172A
4470	AC124057.1
4471	FAM90A1
4472	ZC3H4
4473	AC010463.3
4474	SNTB1
4475	GAD1
4476	MRVI1-AS1
4477	AC009041.1
4478	CENPM
4479	FOCAD
4480	IL5
4481	LINC01820
4482	PRSS51
4483	AC012447.1
4484	TMEM182
4485	ZBED3-AS1
4486	AC079340.3
4487	PEX12
4488	AC068506.1
4489	AC123786.3
4490	RAX2
4491	AL049629.1
4492	FEM1A
4493	DIDO1
4494	OLFM4
4495	AC138207.7
4496	KIRREL3-AS2
4497	APOL6
4498	LINC02645
4499	AC027307.3
4500	NSUN6
4501	NUP54
4502	AC012557.1
4503	AC119396.2
4504	HMGXB4
4505	KDM5D
4506	AC245014.1
4507	AC124242.3
4508	CTXN2
4509	ZNF843
4510	DERA
4511	AL354977.1
4512	BX546033.1
4513	CHST11
4514	WDR26
4515	GNA14
4516	SLFN12
4517	GPD2
4518	AC105265.3
4519	SERPINB3
4520	AC093677.3
4521	COLEC12
4522	ADAM20
4523	AC010889.1
4524	LINC02599
4525	LINC01712
4526	UCP1
4527	SCAT8
4528	C2orf74
4529	AC099313.1
4530	AC114947.2
4531	AC087498.1
